"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"cons_carp",0.509268936900891,0.166025615833636,3.06741182283099,0.204677333773241,2.48815502680479
"cons_walk",2.35703630596734,0.256143750633132,9.20200590543885,0.336448233230429,7.005643285257
"cons_bike",0.0296851149127498,0.420202677726555,0.0706447542727638,0.452169744318002,0.0656503786150558
"cons_ptwalk",0.73134564626186,0.259310824496541,2.82034368477207,0.303202727351313,2.41206816525258
"s_age2_carp",-0.221634935854714,0.116784415769144,-1.89781260106516,0.171110380181084,-1.29527463862894
"s_age2_walk",0.547670402071205,0.145276292774714,3.76985392186803,0.166695580200979,3.28545244817468
"s_age2_bike",1.57068770840294,0.229797224315241,6.83510304827807,0.239640538691278,6.55434893019673
"s_age2_ptwalk",1.32243041431933,0.149743458699348,8.83130672822563,0.167958228349664,7.8735672989252
"s_age4_carp",-0.511677589462636,0.174814669955732,-2.92697168717138,0.246431991087079,-2.07634401363835
"s_age4_walk",-0.379490684420154,0.158148596294176,-2.39958300808598,0.173249223923116,-2.1904322329811
"s_age4_bike",-0.502541741633947,0.29163590139117,-1.72318201989779,0.311251002334407,-1.61458674145575
"s_age4_ptwalk",-0.273448739394977,0.167356738438514,-1.6339272738363,0.172493169716597,-1.58527285366863
"s_age5_carp",-0.45052641012067,0.153725213801449,-2.93072553928967,0.210244226751475,-2.14287173104271
"s_age5_walk",-0.494975658216898,0.156422635942577,-3.16434801928925,0.168088811244623,-2.9447269842164
"s_age5_bike",-0.760052954601182,0.324268409080524,-2.34390071100772,0.359351053307237,-2.11507089684625
"s_age5_ptwalk",-0.437300088589476,0.174099379459288,-2.51178430358355,0.185995252221167,-2.35113575947349
"s_age6_carp",-0.273190251171411,0.122065376376951,-2.23806503760551,0.152415376117678,-1.79240610842626
"s_age6_walk",-0.739091883113249,0.188596937487599,-3.9188965258879,0.188269903981509,-3.92570382989009
"s_age6_bike",-0.870496002512777,0.440989320584488,-1.97396164006652,0.450454902222984,-1.93248202698406
"s_age6_ptwalk",-0.385298054635035,0.19859818274785,-1.94008852097215,0.199574158235627,-1.93060092569767
"s_age7_carp",-0.41036575371164,0.195734348886901,-2.09654440339829,0.228246193989875,-1.79790841870443
"s_age7_walk",-1.19987428968692,0.363520852911422,-3.30070277970901,0.368720560910353,-3.25415617378237
"s_age7_bike",-1.39811556415545,1.14351299039137,-1.22264948094463,0.749565179231034,-1.86523547637279
"s_age7_ptwalk",-1.34976781159371,0.501480293022754,-2.69156700746457,0.482484996132853,-2.7975332340118
"s_female_carp",0.194480450726623,0.0741172358171752,2.62395714819084,0.0951920117110285,2.04303330952813
"s_female_walk",0.206247240871513,0.0920054566207931,2.24168487877383,0.0960857744690838,2.146490903686
"s_female_bike",-0.77450768140059,0.195984189619992,-3.95188858296344,0.197771686982243,-3.91617067750516
"s_female_ptwalk",0.390369221693732,0.103151163267548,3.78443838467641,0.104491273669555,3.73590260683628
"s_inc1_carp",-0.137267948191981,0.152809374462013,-0.89829533479377,0.172503327328417,-0.795740872468194
"s_inc1_walk",-0.0367546035363561,0.23090833849854,-0.159173998545698,0.21907414417163,-0.167772439213827
"s_inc1_bike",0.348831267226766,0.451875704897887,0.771962872634619,0.450677494480286,0.774015280325975
"s_inc1_ptwalk",-1.04034089856245,0.261116211745367,-3.98420646350738,0.246072987910072,-4.22777366747238
"s_inc2_carp",-0.343209820756881,0.146507303249492,-2.34261236910775,0.189723855740014,-1.80899665684211
"s_inc2_walk",-0.188729074961134,0.185146350328334,-1.019350771033,0.193919174401868,-0.973235759399542
"s_inc2_bike",-0.320115340933468,0.379071484540391,-0.844472227505044,0.377597929177514,-0.847767734401365
"s_inc2_ptwalk",-1.00911810784858,0.204111616654047,-4.94395235504383,0.203911950015121,-4.9487933776012
"s_inc3_carp",-0.164131963756948,0.106963223980386,-1.53447098590676,0.115183362809612,-1.42496242298675
"s_inc3_walk",-0.00213150585604317,0.177149209093739,-0.0120322628983078,0.179133522754423,-0.0118989780542935
"s_inc3_bike",-0.227194435722261,0.361729159659206,-0.628078853074235,0.353563198733592,-0.642585078243538
"s_inc3_ptwalk",-0.918662665411732,0.202255898596544,-4.54208095677972,0.19743470110481,-4.65299494096558
"s_inc4_carp",-0.123839838844323,0.0933014432228412,-1.32730893077982,0.0895533920890887,-1.38286039149836
"s_inc4_walk",0.139427891416415,0.165216958857025,0.843907867454894,0.175966592119349,0.792354331223557
"s_inc4_bike",0.344934729134648,0.338330260330981,1.01952077475188,0.356991775308811,0.966225983319271
"s_inc4_ptwalk",-0.460701633584978,0.182153896794004,-2.52918900827019,0.180882085005142,-2.54697215355451
"s_inc6_carp",-0.0997432558342403,0.0877087662707886,-1.13720965503376,0.0945337664381097,-1.05510718119479
"s_inc6_walk",-0.347035512929158,0.152700072911252,-2.272661082034,0.153699251914451,-2.25788680560605
"s_inc6_bike",-0.155351740739708,0.321574053397193,-0.483097871543215,0.331446061414887,-0.468708966027648
"s_inc6_ptwalk",-0.599657946688988,0.16439811235561,-3.64759630202972,0.167878780512989,-3.57196987526719
"s_cars_carp",-0.482591727117049,0.121888481054635,-3.95928903979641,0.162896302131149,-2.96257017994498
"s_cars_walk",-1.03164633535737,0.083678627219351,-12.3286718441624,0.105460638691531,-9.78228795271101
"s_cars_bike",-1.86216339919743,0.142727967121503,-13.0469412320025,0.159042392766653,-11.7085977317356
"s_cars_ptwalk",-1.60243818220378,0.0893869281737548,-17.9269856895505,0.104266685291426,-15.3686498973756
"s_bikes_carp",-0.0258704212903598,0.024047988634862,-1.07578316353892,0.0245658973200747,-1.05310304579101
"s_bikes_walk",-0.0672098541782865,0.0373808769656128,-1.7979742487078,0.0380046592072587,-1.76846354052952
"s_bikes_bike",0.852961855993308,0.0702566621642694,12.1406544193484,0.0638293702248594,13.3631563806517
"s_bikes_ptwalk",-0.102292826037778,0.0447404506684168,-2.2863611007385,0.0442799673572329,-2.31013779239088
"s_work2_carp",0.0632228513032646,0.0933134461394792,0.677532059085708,0.0992838839046586,0.636788659113869
"s_work2_walk",-0.0407338044228215,0.175135688485338,-0.232584259525332,0.173259067240795,-0.235103449831054
"s_work2_bike",-0.317307229194617,0.375194812289879,-0.845713263619067,0.403838647435268,-0.785727743517858
"s_work2_ptwalk",0.393128619668908,0.18892940623985,2.08082281892011,0.182910525260664,2.14929468442925
"s_work4_carp",1.58085303735414,0.44465338418105,3.55524796075871,0.6392690802652,2.47290708428808
"s_work4_walk",1.63998462511737,0.319743855628358,5.12905751353529,0.43116513040189,3.80361144601081
"s_work4_bike",-0.0846235832486165,0.381658945518076,-0.221725664346071,0.485293557078822,-0.174376069935896
"s_work4_ptwalk",1.85694656458666,0.322240226051645,5.76261563411717,0.439041973048604,4.22954222734665
"s_vgvi_walk",0.000422806238712554,0.000312271343759229,1.35397066417516,0.000387337591218733,1.09157037245525
"s_vgvi_bike",0.00184713334131606,0.000617302069354336,2.99226818281698,0.000648106618826556,2.85004548273312
"s_shannon_walk",0.000317783530312974,0.000207137913582812,1.53416400125092,0.000243762574449566,1.30366005130423
"s_shannon_bike",0.00141805182966083,0.000427560586213554,3.31661026620577,0.000484935810898609,2.92420522013649
"s_crime_walk",-0.00200064102818799,0.000509748424318864,-3.92476157402799,0.000553570680926818,-3.61406609330974
"s_crime_bike",-0.000202117303166551,0.000917541427478247,-0.220281392331294,0.000770543734631099,-0.262304777889494
"s_attract_walk",-0.00215924003932225,0.000876660909831424,-2.46302762574124,0.0010451851817781,-2.06589231933893
"s_attract_bike",-0.00421239755107441,0.00175251516361676,-2.40362973087266,0.00193797567589512,-2.17360702895756
"s_stresjct_walk",-0.0233427857461449,0.0119077450062869,-1.96030278896808,0.0134553696518002,-1.73483050634895
"s_stresjct_bike",-0.0066480332822966,0.0209323433540561,-0.317596227514985,0.0215873252995586,-0.307960027008651
"s_poi_walk",-0.000287436711150409,0.000187924095754653,-1.52953622044124,0.000219132656486048,-1.31170185110547
"s_poi_bike",-0.00101675222716147,0.000318752577815517,-3.18978511210638,0.000297010660478944,-3.42328529730853
"s_costcarp",0.00181129281157179,25.8232376293118,7.01419720320353e-05,0.041141172072033,0.044026281225057
"s_costwalk",0.000829375180344637,0.000220131797908487,3.76763006628158,0.000268818777685922,3.08525761289507
"s_costbike",0.000447507161241614,0.000432222953127688,1.03536186128785,0.000608222514505156,0.735762242549836
"s_costpt",-1.46558236850283e-05,8.70975262791501e-05,-0.168269115222124,7.66547935709395e-05,-0.191192526941778
"s_timecarp",-0.000463729058626665,0.0860776187015913,-0.00538733605345534,0.000278567982388121,-1.6646890093082
"s_timewalk",-0.000204290142157986,0.000193096937575164,-1.05796676386162,0.000240287294169936,-0.85019119659947
"s_timebike",0.000549706372159927,0.000846907821016374,0.649074620069306,0.00143320312551359,0.383550916387332
"s_timept",0.000140479098911861,3.53761697822747e-05,3.97100929174782,3.14886359377244e-05,4.46126339641035
"lambda_car",0.338711827028058,0.0975427437436053,3.47244514587753,0.142335551417661,2.3796713024574
